序号,时间戳,帧类型,帧格式,状态,数据长度, 数据(D0 - D7),ID,
1208,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1209,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1210,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1211,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1212,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1213,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1214,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1215,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1216,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1217,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1218,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1219,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1220,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1221,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1222,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1223,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1224,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1225,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1226,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1227,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1228,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1229,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1230,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1231,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1232,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1233,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1234,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1235,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1236,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1237,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1238,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1239,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1240,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1241,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1242,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1243,17:00:59.1665573,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1244,17:00:59.1665573,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1245,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1246,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1247,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1248,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1249,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1250,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1251,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1252,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1253,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1254,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1255,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1256,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1257,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1258,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1259,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1260,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1261,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1262,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1263,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1264,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1265,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1266,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1267,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1268,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1269,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1270,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1271,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1272,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1273,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1274,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1275,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1276,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1277,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1278,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,10000,
1279,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,10001,
1280,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1281,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1282,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1283,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1284,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1285,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1286,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1287,17:00:59.1675614,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1288,17:00:59.1675614,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1289,17:00:59.1848054,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1290,17:00:59.1938240,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1291,17:00:59.2161230,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1292,17:00:59.2247553,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1293,17:00:59.2466268,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1294,17:00:59.2542641,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1295,17:00:59.2778824,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1296,17:00:59.2845147,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1297,17:00:59.3072430,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1298,17:00:59.3196817,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1299,17:00:59.3401985,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1300,17:00:59.3502136,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1301,17:00:59.3684308,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1302,17:00:59.3770863,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1303,17:00:59.4012602,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1304,17:00:59.4082824,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1305,17:00:59.4312332,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1306,17:00:59.4413803,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1307,17:00:59.4619102,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1308,17:00:59.4705372,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1309,17:00:59.4927415,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1310,17:00:59.5022598,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1311,17:00:59.5234348,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1312,17:00:59.5325405,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1313,17:00:59.5542125,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1314,17:00:59.5634229,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1315,17:00:59.5832834,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1316,17:00:59.5940652,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1317,17:00:59.6158100,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1318,17:00:59.6238372,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1319,17:00:59.6441728,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1320,17:00:59.6538253,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1321,17:00:59.6760109,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1322,17:00:59.6850471,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1323,17:00:59.7055103,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1324,17:00:59.7147144,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1325,17:00:59.7370426,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1326,17:00:59.7462674,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1327,17:00:59.7703480,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1328,17:00:59.7769083,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1329,17:00:59.8029064,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1330,17:00:59.8103902,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1331,17:00:59.8305707,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1332,17:00:59.8395918,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1333,17:00:59.8623104,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1334,17:00:59.8711042,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1335,17:00:59.8922813,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1336,17:00:59.9022991,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1337,17:00:59.9223754,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1338,17:00:59.9324148,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1339,17:00:59.9529650,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1340,17:00:59.9620227,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1341,17:00:59.9839020,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1342,17:00:59.9923242,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1343,17:01:00.0149469,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1344,17:01:00.0249707,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1345,17:01:00.0429115,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1346,17:01:00.0550265,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1347,17:01:00.0754930,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1348,17:01:00.0839036,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1349,17:01:00.1047144,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1350,17:01:00.1143438,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1351,17:01:00.1378481,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1352,17:01:00.1442061,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1353,17:01:00.1692564,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1354,17:01:00.1772808,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1355,17:01:00.1976958,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1356,17:01:00.2097116,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1357,17:01:00.2304393,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1358,17:01:00.2401448,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1359,17:01:00.2601381,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1360,17:01:00.2683331,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1361,17:01:00.2924226,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1362,17:01:00.3012795,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1363,17:01:00.3220710,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1364,17:01:00.3323046,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1365,17:01:00.3524013,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1366,17:01:00.3619565,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1367,17:01:00.3820693,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1368,17:01:00.3931640,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1369,17:01:00.4122559,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1370,17:01:00.4228557,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1371,17:01:00.4423872,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1372,17:01:00.4522339,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1373,17:01:00.4748013,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1374,17:01:00.4838246,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1375,17:01:00.5035301,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1376,17:01:00.5138956,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1377,17:01:00.5351568,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1378,17:01:00.5452152,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1379,17:01:00.5647931,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1380,17:01:00.5768116,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1381,17:01:00.5988516,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1382,17:01:00.6058829,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1383,17:01:00.6289710,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1384,17:01:00.6363401,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1385,17:01:00.6594235,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1386,17:01:00.6689454,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1387,17:01:00.6903318,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1388,17:01:00.7004766,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1389,17:01:00.7204068,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1390,17:01:00.7299141,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1391,17:01:00.7519647,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1392,17:01:00.7621041,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1393,17:01:00.7794054,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1394,17:01:00.7920929,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1395,17:01:00.8139009,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1396,17:01:00.8224033,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1397,17:01:00.8433367,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1398,17:01:00.8538234,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1399,17:01:00.8741730,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1400,17:01:00.8832137,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1401,17:01:00.9058376,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1402,17:01:00.9135139,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1403,17:01:00.9348455,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1404,17:01:00.9459031,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1405,17:01:00.9638177,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1406,17:01:00.9736916,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1407,17:01:00.9948587,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1408,17:01:01.0063360,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1409,17:01:01.0281759,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1410,17:01:01.0371770,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1411,17:01:01.0593368,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1412,17:01:01.0665418,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1413,17:01:01.0904474,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1414,17:01:01.1001274,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1415,17:01:01.1203387,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1416,17:01:01.1296009,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1417,17:01:01.1487270,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1418,17:01:01.1594513,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1419,17:01:01.1806389,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1420,17:01:01.1919506,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1421,17:01:01.2100741,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1422,17:01:01.2221127,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1423,17:01:01.2411643,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1424,17:01:01.2505575,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1425,17:01:01.2728299,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1426,17:01:01.2819251,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1427,17:01:01.3043839,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1428,17:01:01.3134045,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1429,17:01:01.3332401,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1430,17:01:01.3441654,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1431,17:01:01.3628391,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1432,17:01:01.3738586,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1433,17:01:01.3940458,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1434,17:01:01.4051318,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1435,17:01:01.4262696,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1436,17:01:01.4343728,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1437,17:01:01.4611082,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1438,17:01:01.4693343,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1439,17:01:01.4877593,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1440,17:01:01.4982869,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1441,17:01:01.5190284,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1442,17:01:01.5287268,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1443,17:01:01.5499186,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1444,17:01:01.5606326,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1445,17:01:01.5790695,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1446,17:01:01.5913472,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1447,17:01:01.6112010,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1448,17:01:01.6210296,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1449,17:01:01.6423919,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1450,17:01:01.6524033,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1451,17:01:01.6735508,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1452,17:01:01.6813350,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1453,17:01:01.7036683,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1454,17:01:01.7111746,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1455,17:01:01.7342298,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1456,17:01:01.7438264,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1457,17:01:01.7650874,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1458,17:01:01.7757492,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1459,17:01:01.7972426,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1460,17:01:01.8049161,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1461,17:01:01.8245615,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1462,17:01:01.8381157,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1463,17:01:01.8584189,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1464,17:01:01.8659284,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1465,17:01:01.8880435,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1466,17:01:01.8971998,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1467,17:01:01.9183664,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1468,17:01:01.9278738,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1469,17:01:01.9499451,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1470,17:01:01.9595172,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1471,17:01:01.9811345,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1472,17:01:01.9911603,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1473,17:01:02.0111905,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1474,17:01:02.0212202,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1475,17:01:02.0423741,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1476,17:01:02.0524285,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1477,17:01:02.0724461,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1478,17:01:02.0828649,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1479,17:01:02.1023948,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1480,17:01:02.1109368,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1481,17:01:02.1349185,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1482,17:01:02.1424214,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1483,17:01:02.1653873,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1484,17:01:02.1724143,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1485,17:01:02.1931539,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1486,17:01:02.2051817,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1487,17:01:02.2252633,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1488,17:01:02.2353204,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1489,17:01:02.2534595,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1490,17:01:02.2642513,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1491,17:01:02.2848586,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1492,17:01:02.2964076,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1493,17:01:02.3184287,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1494,17:01:02.3269607,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1495,17:01:02.3472623,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1496,17:01:02.3593096,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1497,17:01:02.3801320,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1498,17:01:02.3867570,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1499,17:01:02.4104315,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1500,17:01:02.4189746,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1501,17:01:02.4381363,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1502,17:01:02.4501768,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1503,17:01:02.4693776,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1504,17:01:02.4824131,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1505,17:01:02.5010039,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1506,17:01:02.5122199,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
1507,17:01:02.5306271,扩展帧,数据帧,接收,8,FD 01 00 14 0A 00 00 06,100,
1508,17:01:02.5423537,扩展帧,数据帧,接收,4,F2 01 00 6B,101,
